3093	3096
3093	5023
3093	7339
3096	444
3096	469
3096	904
3096	1660
3096	1762
3096	1764
3096	1765
3096	1832
3096	1897
3096	2204
3096	2380
3096	2447
3096	2449
3096	2702
3096	2901
3096	3093
3096	3142
3096	3298
3096	3327
3096	3566
3096	4385
3096	4386
3096	4469
3096	4522
3096	4616
3096	4646
3096	4939
3096	5186
3096	5580
3096	6016
3096	6463
3096	6918
3096	7339
3096	7412
3096	7472
3096	7515
3096	7772
3096	7778
3096	7813
3096	8222
3096	8397
3096	8527
3155	3795
3155	5312
5312	164
5312	385
5312	648
5312	3155
5312	4160
5312	4218
5312	4449
5312	4910
5312	7934
5312	8171
5312	8409
5312	8552
5580	76
5580	373
5580	549
5580	550
5580	648
5580	752
5580	1148
5580	1473
5580	1660
5580	1684
5580	1762
5580	1782
5580	2204
5580	2535
5580	2675
5580	2702
5580	2870
5580	3084
5580	3096
5580	3571
5580	4175
5580	4522
5580	5070
5580	5533
5580	5639
5580	5724
5580	6174
5580	6373
5580	6694
5580	7004
5580	7160
5580	7251
5580	7577
5580	7641
5580	7934
5580	8437
6694	186
6694	405
6694	1940
6694	2870
6694	2882
6694	3210
6694	3227
6694	3272
6694	3289
6694	3589
6694	3594
6694	3729
6694	4164
6694	4909
6694	4970
6694	5231
6694	5580
6694	7441
4160	187
4160	515
4160	641
4160	1657
4160	1850
4160	2032
4160	2409
4160	2748
4160	3661
4160	3849
4160	4220
4160	4411
4160	4419
4160	5053
4160	5179
4160	5312
4160	5667
4160	6554
4160	6613
4160	7165
4160	7187
4160	7934
4160	8171
7187	365
7187	641
7187	4160
7187	4807
7260	76
7260	285
7260	298
7260	876
7260	2231
7260	2248
7260	2341
7260	2555
7260	2819
7260	3298
7260	3524
7260	3714
7260	4129
7260	4280
7260	4343
7260	4377
7260	4522
7260	5639
7260	5877
7260	6825
7260	7657
7260	7791
7260	8220
7260	8404
7260	8405
7260	8521
8404	76
8404	492
8404	876
8404	2183
8404	2341
8404	2555
8404	3231
8404	3298
8404	3524
8404	3714
8404	3759
8404	4218
8404	4343
8404	4377
8404	4522
8404	4594
8404	5639
8404	5791
8404	5877
8404	6529
8404	6761
8404	6825
8404	6862
8404	7259
8404	7260
8404	7261
8404	7303
8404	7657
8404	7813
4218	648
4218	801
4218	1158
4218	1161
4218	1560
4218	2048
4218	2249
4218	3458
4218	3563
4218	3759
4218	4088
4218	4377
4218	4429
4218	4430
4218	4749
4218	4912
4218	5312
4218	6859
4218	6949
4218	7191
4218	7372
4218	7657
4218	7934
4218	8132
4218	8171
4218	8404
7191	4218
7191	8171
8171	648
8171	1415
8171	1853
8171	2035
8171	2204
8171	2702
8171	2727
8171	3649
8171	3759
8171	4160
8171	4218
8171	4449
8171	4646
8171	4749
8171	4910
8171	5312
8171	5958
8171	6613
8171	6844
8171	7165
8171	7191
8171	7372
8171	7934
8171	8400
8171	8489
1463	174
1463	459
1463	1762
1463	5023
1762	217
1762	276
1762	316
1762	373
1762	444
1762	633
1762	841
1762	945
1762	1375
1762	1463
1762	1504
1762	1665
1762	1694
1762	2091
1762	2535
1762	2621
1762	2626
1762	3096
1762	3156
1762	3302
1762	3376
1762	3455
1762	3571
1762	3580
1762	3605
1762	4135
1762	4187
1762	4256
1762	4257
1762	4321
1762	4375
1762	4386
1762	4646
1762	5023
1762	5070
1762	5303
1762	5580
1762	6016
1762	6068
1762	6213
1762	6433
1762	6855
1762	6857
1762	6859
1762	6895
1762	7004
1762	7329
1762	7412
1762	7934
1762	8630
5023	288
5023	444
5023	633
5023	979
5023	1336
5023	1402
5023	1463
5023	1665
5023	1684
5023	1762
5023	2081
5023	2203
5023	2464
5023	2621
5023	2634
5023	2861
5023	2945
5023	3093
5023	3458
5023	4022
5023	4321
5023	4373
5023	4522
5023	4605
5023	4646
5023	4701
5023	4903
5023	4912
5023	5303
5023	5306
5023	5835
5023	5999
5023	6000
5023	6202
5023	6252
5023	6495
5023	6707
5023	6895
5023	6987
5023	7004
5023	7110
5023	7412
5023	7606
5023	7815
5023	8036
5023	8037
5023	8312
5023	8362
5023	8630
1561	783
1561	1809
1561	1958
1561	2725
1561	5332
1561	8271
5332	525
5332	1561
5332	2482
5332	2545
5332	3038
5332	3149
5332	3690
5332	3730
5332	5079
5332	5247
5332	6254
5332	6974
5332	8118
1521	242
1521	919
1521	3404
1521	3750
1521	5069
1521	6644
1521	8185
3404	186
3404	345
3404	626
3404	1184
3404	1212
3404	1381
3404	1521
3404	1828
3404	1897
3404	1949
3404	2461
3404	3357
3404	3458
3404	3484
3404	3674
3404	4384
3404	5069
3404	5186
3404	5657
3404	5804
3404	5893
3404	6016
3404	6463
3404	6972
3404	7298
3404	8185
3404	8254
3404	8519
5069	186
5069	289
5069	1521
5069	1557
5069	2373
5069	2398
5069	2860
5069	3404
5069	3976
5069	4119
5069	7298
5069	7702
5069	7852
5069	8185
5069	8254
2532	175
2532	634
2532	1480
2532	2957
2532	2959
2532	3351
2532	4365
2532	4552
2532	5603
2532	6289
2532	6507
2532	7092
2532	7106
2532	8519
7092	315
7092	634
7092	1480
7092	1800
7092	1943
7092	1983
7092	2532
7092	3391
7092	4365
7092	4631
7092	5402
7092	5410
7092	6391
7092	6726
7092	8255
4417	188
4417	353
4417	438
4417	808
4417	1297
4417	2231
4417	3318
4417	3661
4417	3765
4417	3885
4417	4672
4417	5076
4417	5435
4417	5444
4417	6036
4417	6075
4417	6424
4417	6507
4417	7209
4417	7277
4417	7371
4417	7734
4417	8497
5435	4417
5435	6507
6507	2532
6507	4417
6507	4505
6507	5435
6507	5444
6507	7734
6507	8497
6507	8519
2861	38
2861	708
2861	737
2861	1022
2861	1094
2861	1449
2861	1503
2861	2048
2861	2203
2861	2291
2861	2380
2861	2449
2861	2621
2861	2634
2861	3081
2861	3458
2861	3890
2861	3930
2861	3983
2861	4022
2861	4089
2861	4110
2861	4322
2861	4386
2861	4646
2861	4912
2861	5023
2861	5529
2861	6016
2861	6374
2861	6502
2861	7004
2861	7110
2861	7412
2861	7934
2861	8136
7412	64
7412	137
7412	276
7412	444
7412	499
7412	549
7412	550
7412	708
7412	843
7412	887
7412	912
7412	1022
7412	1762
7412	2048
7412	2092
7412	2240
7412	2361
7412	2449
7412	2553
7412	2626
7412	2761
7412	2861
7412	2901
7412	3096
7412	3480
7412	3521
7412	4386
7412	4522
7412	4529
7412	4605
7412	4871
7412	4912
7412	4918
7412	5023
7412	5070
7412	5186
7412	5564
7412	5729
7412	5804
7412	5975
7412	6016
7412	6078
7412	6895
7412	7004
7412	7308
7412	7361
7412	7688
7412	7792
7412	7934
7412	8107
7412	8312
7412	8415
7412	8518
635	41
635	438
635	648
635	1194
635	1837
635	2205
635	2726
635	2885
635	2893
635	3119
635	3156
635	4190
635	4793
635	5515
635	6918
635	7088
635	7277
635	7934
635	7948
635	8239
635	8312
635	8584
635	8630
2885	12
2885	635
2885	2886
2885	3490
2885	6588
2885	6700
2885	6907
2885	7088
2885	7727
2885	8363
7088	635
7088	717
7088	1182
7088	2371
7088	2663
7088	2885
7088	3784
7088	4159
7088	5265
7088	6378
7088	6413
845	271
845	1067
845	1257
845	2748
845	4411
845	4693
845	4760
845	5173
845	5379
845	5958
845	6332
845	6816
845	7365
4760	845
4760	1067
4760	1645
4760	2071
4760	3226
4760	5379
4760	5958
4760	6678
4760	7339
4760	7472
4760	8153
4760	8280
4760	8552
5958	681
5958	845
5958	1415
5958	1660
5958	2204
5958	2702
5958	3649
5958	4760
5958	8171
1367	1055
1367	3899
1367	5179
3899	821
3899	1367
3899	5179
5179	34
5179	80
5179	995
5179	1066
5179	1367
5179	1602
5179	2093
5179	2229
5179	2662
5179	3068
5179	3849
5179	3899
5179	4160
5179	4411
5179	4657
5179	5053
5179	5075
5179	5823
5179	6115
5179	6357
5179	6613
5179	7119
5179	7120
5179	7165
5179	7947
8	9
8	62
8	180
8	442
8	873
8	940
8	1416
8	1475
8	1522
8	1656
8	2038
8	2076
8	2158
8	2833
8	3658
8	4289
8	4559
8	4823
8	4976
8	4988
8	6473
8	6624
8	7146
8	7278
8	7321
8	7422
8	7507
8	8153
8	8487
8	8581
9	8
9	873
9	940
9	1522
9	1656
9	2297
9	2587
9	2833
9	6473
9	6624
9	7278
9	7321
9	7954
9	8487
1522	8
1522	9
1522	25
1522	91
1522	114
1522	180
1522	969
1522	1526
1522	1816
1522	2833
1522	3109
1522	7101
1522	8024
1522	8487
2833	8
2833	9
2833	983
2833	1522
2833	2930
2833	5534
2833	7360
2833	7440
2833	7569
2833	8364
6590	1664
6590	2987
6590	3289
6590	3293
6590	3706
6590	3824
6590	4177
6590	4469
6590	4662
6590	4716
6590	4908
6590	5079
6590	5198
6590	5269
6590	5396
6590	5406
6590	5479
6590	6591
6590	6596
6590	6700
6590	7035
6590	7050
6590	7443
6590	7514
6590	7572
6590	7745
6590	7876
6590	8444
7572	264
7572	1590
7572	2882
7572	3292
7572	3601
7572	3824
7572	4716
7572	5399
7572	6590
7572	6951
7572	7023
7572	7458
7572	7821
7572	7876
7572	8377
7572	8386
276	499
276	958
276	1681
276	1693
276	1762
276	1998
276	2240
276	2449
276	2665
276	3247
276	4187
276	4386
276	4437
276	4585
276	5246
276	5816
276	5999
276	6895
276	6972
276	7392
276	7412
276	7688
276	7860
276	8312
7860	276
7860	958
7860	1306
7860	1681
7860	2112
7860	2665
7860	2997
7860	3417
7860	3472
7860	4437
7860	7054
7860	7067
7860	7377
7860	8120
7860	8176
7000	631
7000	6949
7000	8166
8166	2105
8166	3678
8166	3898
8166	4265
8166	4395
8166	5144
8166	6045
8166	6111
8166	6241
8166	6453
8166	6821
8166	6951
8166	6973
8166	7000
8166	7346
8166	7670
8166	8356
8166	8393
8166	8556
8166	8561
2183	76
2183	844
2183	850
2183	1958
2183	2378
2183	2464
2183	2521
2183	2725
2183	3299
2183	3948
2183	4022
2183	4220
2183	4696
2183	6922
2183	8404
2183	8598
2183	8616
4022	76
4022	633
4022	648
4022	787
4022	1876
4022	2183
4022	2485
4022	2621
4022	2861
4022	3127
4022	3605
4022	3891
4022	4110
4022	4187
4022	4605
4022	4646
4022	5023
4022	5564
4022	5809
4022	6154
4022	6571
4022	6682
4022	6862
4022	6895
4022	7806
1584	6821
1584	6949
1584	7086
1584	7670
1584	7800
6821	1584
6821	4395
6821	6045
6821	8166
6821	8356
1111	71
1111	699
1111	1013
1111	1072
1111	1152
1111	1509
1111	2096
1111	2492
1111	2662
1111	2865
1111	4480
1111	4481
1111	4483
1111	5697
1111	5813
1111	5967
1111	6042
1111	6105
1111	6240
1111	7594
1111	8052
1111	8079
1111	8516
2096	70
2096	223
2096	1111
2096	1145
2096	1379
2096	1426
2096	1974
2096	2311
2096	2492
2096	2865
2096	4678
2096	4799
2096	5967
2096	6105
2096	6137
2096	7366
2096	8079
2492	1059
2492	1111
2492	2096
2492	2865
2492	4207
2492	4481
2492	5967
2492	6105
2492	7594
2492	8079
6105	699
6105	1111
6105	1509
6105	1753
6105	2096
6105	2492
6105	2865
6105	4478
6105	7594
6105	8079
6105	8516
8079	1111
8079	1753
8079	2096
8079	2492
8079	2865
8079	4481
8079	5967
8079	6105
8079	7594
4915	347
4915	420
4915	492
4915	626
4915	752
4915	1198
4915	1212
4915	1607
